lat,lon,date,species,fishing_hours
-44.0,-75.5,2023-08-01,Jurel,45.0
-44.0,-75.5,2022-09-01,Sardina Común,179.0
-44.0,-73.5,2024-03-01,Jurel,2.5
-44.0,-73.0,2024-03-01,Sardina Común,1.0
-44.0,-74.0,2020-02-01,Sardina Común,14.5
-44.0,-74.5,2023-02-01,Sardina Común,0.6
-44.0,-74.5,2021-10-01,Sardina Común,0.3
-44.0,-74.0,2022-12-01,Anchoveta,9.0
-44.0,-74.0,2022-06-01,Sardina Española,1.3
-44.0,-74.0,2020-03-01,Sardina Española,2.0
-44.0,-74.0,2022-12-01,Sardina Española,9.0
-44.0,-74.5,2019-07-01,Anchoveta,0.1
-44.0,-76.0,2021-11-01,Sardina Común,4.8
-44.0,-73.5,2020-02-01,Sardina Común,0.5
-44.0,-75.0,2023-09-01,Sardina Común,0.3
-44.0,-75.5,2023-08-01,Anchoveta,45.0
-44.0,-74.0,2022-03-01,Sardina Española,2.0
-44.0,-76.0,2021-09-01,Sardina Común,0.5
-44.0,-75.5,2019-10-01,Sardina Española,228.5
-44.0,-74.5,2022-11-01,Sardina Española,3.8
-44.0,-74.5,2023-01-01,Jurel,0.3
-44.0,-75.5,2020-03-01,Jurel,117.8
-44.0,-73.5,2019-05-01,Sardina Española,0.3
-44.0,-74.5,2019-10-01,Sardina Común,1.2
-44.0,-75.5,2019-12-01,Sardina Española,89.2
-44.0,-74.5,2021-12-01,Sardina Española,17.5
-44.0,-75.5,2019-04-01,Anchoveta,5.7
-44.0,-74.5,2020-03-01,Jurel,1.0
-44.0,-76.0,2022-03-01,Sardina Común,1.3
-44.0,-74.0,2019-12-01,Anchoveta,11.8
-44.0,-75.0,2022-08-01,Anchoveta,0.3
-44.0,-75.0,2019-12-01,Jurel,0.5
-44.0,-74.0,2020-02-01,Jurel,14.5
-44.0,-75.5,2022-04-01,Jurel,3.3
-44.0,-73.0,2024-03-01,Sardina Española,1.0
-44.0,-73.5,2020-02-01,Sardina Española,0.5
-44.0,-75.5,2024-09-01,Jurel,29.8
-44.0,-74.0,2020-01-01,Jurel,1.0
-44.0,-75.5,2020-12-01,Sardina Española,45.3
-44.0,-75.5,2021-01-01,Anchoveta,1.0
-44.0,-75.5,2021-11-01,Anchoveta,295.3
-44.0,-75.0,2020-12-01,Sardina Española,6.5
-44.0,-73.0,2019-04-01,Jurel,1.3
-44.0,-73.5,2022-05-01,Sardina Española,14.2
-44.0,-74.0,2020-04-01,Sardina Española,0.3
-44.0,-75.5,2020-11-01,Sardina Común,25.5
-44.0,-75.5,2019-09-01,Anchoveta,1.5
-44.0,-75.5,2021-10-01,Anchoveta,38.3
-44.0,-76.0,2019-10-01,Sardina Española,14.5
-44.0,-75.0,2019-04-01,Sardina Española,0.3
-44.0,-76.0,2022-12-01,Sardina Española,16.7
-44.0,-74.5,2020-03-01,Sardina Común,1.0
-44.0,-74.0,2019-09-01,Anchoveta,5.3
-44.0,-74.0,2019-11-01,Jurel,5.5
-44.0,-73.5,2021-05-01,Anchoveta,0.3
-44.0,-74.0,2024-02-01,Anchoveta,0.3
-44.0,-73.0,2021-04-01,Anchoveta,4.5
-44.0,-75.5,2022-10-01,Sardina Común,23.5
-44.0,-75.5,2019-09-01,Sardina Común,1.5
-44.0,-75.0,2022-08-01,Sardina Común,0.3
-44.0,-74.0,2021-03-01,Anchoveta,0.1
-44.0,-74.0,2023-04-01,Anchoveta,15.6
-44.0,-76.0,2023-03-01,Sardina Común,0.5
-44.0,-74.5,2021-10-01,Jurel,0.3
-44.0,-74.0,2023-09-01,Sardina Española,1.0
-44.0,-74.0,2020-01-01,Sardina Común,1.0
-44.0,-76.0,2022-08-01,Anchoveta,0.8
-44.0,-74.5,2021-10-01,Anchoveta,0.3
-44.0,-73.0,2019-09-01,Sardina Española,0.5
-44.0,-75.0,2020-06-01,Sardina Española,0.5
-44.0,-74.0,2021-08-01,Sardina Española,0.5
-44.0,-74.0,2024-02-01,Sardina Española,0.3
-44.0,-75.5,2021-11-01,Sardina Común,295.3
-44.0,-76.0,2022-08-01,Sardina Española,0.3
-44.0,-74.0,2022-01-01,Sardina Española,6.5
-44.0,-75.5,2024-02-01,Sardina Española,384.0
-44.0,-74.0,2023-03-01,Sardina Común,3.0
-44.0,-73.0,2021-05-01,Jurel,8.5
-44.0,-74.0,2020-08-01,Anchoveta,0.5
-44.0,-75.5,2022-03-01,Sardina Española,81.8
-44.0,-75.0,2019-05-01,Anchoveta,25.9
-44.0,-75.5,2022-08-01,Sardina Española,123.0
-44.0,-74.0,2021-11-01,Sardina Española,2.5
-44.0,-75.5,2020-03-01,Anchoveta,120.0
-44.0,-75.5,2024-09-01,Anchoveta,29.8
-44.0,-75.5,2023-09-01,Anchoveta,15.8
-44.0,-74.0,2022-05-01,Jurel,1.0
-44.0,-74.0,2024-04-01,Jurel,5.1
-44.0,-76.0,2022-09-01,Sardina Común,9.0
-44.0,-74.0,2019-10-01,Anchoveta,3.5
-44.0,-74.0,2024-04-01,Sardina Común,5.1
-44.0,-75.5,2019-05-01,Sardina Española,136.8
-44.0,-76.0,2024-09-01,Sardina Española,4.0
-44.0,-74.5,2019-12-01,Anchoveta,0.8
-44.0,-75.5,2019-10-01,Sardina Común,4.5
-44.0,-74.0,2019-02-01,Sardina Española,0.5
-44.0,-75.0,2019-12-01,Anchoveta,1.8
-44.0,-74.0,2022-11-01,Sardina Común,1.0
-44.0,-75.0,2024-02-01,Sardina Común,2.8
-44.0,-73.5,2024-07-01,Sardina Común,1.5
-44.0,-74.5,2019-10-01,Anchoveta,1.2
-44.0,-75.0,2023-01-01,Anchoveta,1.0
-44.0,-75.0,2021-11-01,Jurel,0.8
-44.0,-75.5,2019-04-01,Sardina Común,5.7
-44.0,-74.0,2021-10-01,Anchoveta,1.3
-44.0,-73.5,2022-01-01,Sardina Común,2.3
-44.0,-75.0,2019-06-01,Sardina Común,21.5
-44.0,-74.0,2023-01-01,Sardina Española,0.5
-44.0,-75.5,2021-09-01,Sardina Española,135.0
-44.0,-75.5,2022-03-01,Anchoveta,99.3
-44.0,-74.5,2024-01-01,Anchoveta,2.8
-44.0,-74.0,2019-12-01,Jurel,11.8
-44.0,-76.0,2022-10-01,Jurel,1.3
-44.0,-74.0,2020-12-01,Sardina Común,0.3
-44.0,-75.0,2023-08-01,Jurel,5.5
-44.0,-75.5,2020-10-01,Sardina Común,0.5
-44.0,-74.0,2023-01-01,Sardina Común,1.8
-44.0,-74.0,2022-06-01,Anchoveta,1.4
-44.0,-75.5,2019-10-01,Anchoveta,4.5
-44.0,-75.5,2022-12-01,Sardina Española,1.5
-44.0,-74.5,2022-11-01,Anchoveta,3.8
-44.0,-75.0,2024-11-01,Anchoveta,8.3
-44.0,-73.5,2021-05-01,Sardina Común,0.3
-44.0,-74.0,2020-08-01,Sardina Común,0.5
-44.0,-75.0,2024-12-01,Sardina Española,1.3
-44.0,-74.5,2019-12-01,Sardina Española,20.5
-44.0,-75.0,2022-09-01,Anchoveta,0.3
-44.0,-74.0,2024-11-01,Sardina Española,2.3
-44.0,-73.5,2024-07-01,Jurel,1.5
-44.0,-73.0,2021-05-01,Anchoveta,8.5
-44.0,-75.5,2021-09-01,Jurel,34.8
-44.0,-75.0,2021-11-01,Sardina Común,0.8
-44.0,-75.5,2020-04-01,Jurel,13.0
-44.0,-74.0,2022-03-01,Sardina Común,0.8
-44.0,-75.0,2023-03-01,Sardina Española,2.8
-44.0,-74.0,2022-07-01,Sardina Española,5.3
-44.0,-74.5,2019-10-01,Jurel,1.2
-44.0,-74.0,2022-05-01,Anchoveta,2.5
-44.0,-75.5,2019-10-01,Jurel,4.5
-44.0,-73.0,2023-03-01,Anchoveta,0.8
-44.0,-73.5,2019-04-01,Anchoveta,0.5
-44.0,-74.0,2019-10-01,Sardina Común,3.5
-44.0,-74.5,2019-09-01,Sardina Española,15.8
-44.0,-73.5,2023-03-01,Anchoveta,0.8
-44.0,-75.5,2019-02-01,Sardina Común,6.3
-44.0,-75.5,2023-02-01,Sardina Española,447.7
-44.0,-73.5,2021-12-01,Sardina Española,4.2
-44.0,-74.0,2019-09-01,Sardina Española,3.7
-44.0,-75.5,2019-02-01,Jurel,0.8
-44.0,-74.5,2019-11-01,Sardina Española,76.0
-44.0,-73.5,2024-03-01,Sardina Española,2.5
-44.0,-75.5,2019-02-01,Sardina Española,135.0
-44.0,-74.5,2024-01-01,Sardina Común,2.8
-44.0,-74.0,2023-04-01,Jurel,8.0
-44.0,-76.0,2021-09-01,Jurel,0.5
-44.0,-76.0,2022-03-01,Anchoveta,1.3
-44.0,-75.5,2020-04-01,Sardina Española,195.0
-44.0,-73.5,2024-07-01,Sardina Española,1.5
-44.0,-73.0,2019-04-01,Anchoveta,1.3
-44.0,-74.5,2019-11-01,Jurel,15.2
-44.0,-75.5,2020-03-01,Sardina Española,134.5
-44.0,-75.5,2020-12-01,Anchoveta,42.8
-44.0,-74.5,2022-06-01,Jurel,1.5
-44.0,-74.0,2024-10-01,Sardina Española,0.8
-44.0,-75.0,2024-02-01,Jurel,2.8
-44.0,-73.5,2019-04-01,Jurel,0.5
-44.0,-75.0,2023-01-01,Sardina Común,1.0
-44.0,-73.0,2021-11-01,Sardina Española,0.8
-44.0,-75.5,2022-08-01,Jurel,44.8
-44.0,-74.0,2024-04-01,Anchoveta,5.1
-44.0,-74.0,2020-12-01,Anchoveta,0.3
-44.0,-74.0,2022-02-01,Sardina Española,8.0
-44.0,-73.0,2021-09-01,Sardina Común,0.3
-44.0,-75.0,2023-09-01,Anchoveta,0.3
-44.0,-76.0,2020-02-01,Anchoveta,6.5
-44.0,-75.5,2024-02-01,Anchoveta,199.3
-44.0,-74.0,2022-06-01,Jurel,1.3
-44.0,-75.5,2024-10-01,Anchoveta,191.2
-44.0,-76.0,2023-02-01,Anchoveta,7.8
-44.0,-75.0,2019-09-01,Sardina Común,7.7
-44.0,-75.5,2019-09-01,Sardina Española,1.8
-44.0,-75.0,2024-11-01,Sardina Común,8.3
-44.0,-75.0,2019-04-01,Sardina Común,0.3
-44.0,-74.5,2020-10-01,Sardina Española,40.3
-44.0,-74.0,2022-12-01,Jurel,9.0
-44.0,-74.5,2023-02-01,Jurel,0.6
-44.0,-75.5,2022-03-01,Sardina Común,99.3
-44.0,-75.5,2020-04-01,Sardina Común,13.0
-44.0,-74.5,2019-11-01,Sardina Común,15.2
-44.0,-76.0,2021-09-01,Anchoveta,0.5
-44.0,-74.0,2023-04-01,Sardina Común,15.6
-44.0,-73.0,2022-02-01,Sardina Española,9.9
-44.0,-74.5,2020-11-01,Sardina Española,133.4
-44.0,-76.0,2024-02-01,Jurel,1.8
-44.0,-76.0,2024-02-01,Anchoveta,4.8
-44.0,-74.0,2024-11-01,Anchoveta,2.3
-44.0,-74.0,2024-03-01,Jurel,0.5
-44.0,-74.0,2020-03-01,Sardina Común,2.3
-44.0,-75.5,2020-02-01,Anchoveta,13.3
-44.0,-74.0,2024-01-01,Anchoveta,1.5
-44.0,-75.5,2023-02-01,Anchoveta,122.3
-44.0,-73.5,2022-01-01,Anchoveta,2.3
-44.0,-75.5,2023-09-01,Jurel,15.8
-44.0,-73.0,2021-04-01,Sardina Española,4.5
-44.0,-73.0,2019-04-01,Sardina Común,1.3
-44.0,-76.0,2023-12-01,Sardina Española,20.8
-44.0,-75.5,2022-02-01,Anchoveta,14.3
-44.0,-75.0,2019-04-01,Jurel,0.3
-44.0,-75.5,2022-09-01,Sardina Española,73.3
-44.0,-74.0,2022-07-01,Sardina Común,8.7
-44.0,-76.0,2023-08-01,Sardina Común,6.3
-44.0,-74.0,2019-10-01,Jurel,3.5
-44.0,-75.5,2019-12-01,Sardina Común,3.0
-44.0,-74.0,2023-07-01,Anchoveta,1.6
-44.0,-75.5,2024-10-01,Sardina Común,191.2
-44.0,-75.5,2021-12-01,Jurel,5.8
-44.0,-75.0,2019-02-01,Sardina Española,0.5
-44.0,-75.5,2019-12-01,Anchoveta,3.0
-44.0,-73.0,2021-10-01,Sardina Común,0.8
-44.0,-75.5,2024-10-01,Sardina Española,25.7
-44.0,-74.0,2022-11-01,Jurel,1.0
-44.0,-74.5,2023-02-01,Sardina Española,0.6
-44.0,-74.0,2022-05-01,Sardina Común,2.5
-44.0,-74.5,2022-01-01,Sardina Común,0.5
-44.0,-76.0,2023-08-01,Anchoveta,6.3
-44.0,-74.0,2024-02-01,Jurel,0.3
-44.0,-74.5,2023-10-01,Anchoveta,2.8
-44.0,-75.5,2021-12-01,Anchoveta,138.5
-44.0,-75.5,2022-02-01,Sardina Española,136.0
-44.0,-76.0,2022-09-01,Jurel,9.0
-44.0,-73.0,2023-03-01,Jurel,0.8
-44.0,-75.5,2023-08-01,Sardina Común,45.0
-44.0,-74.0,2022-11-01,Anchoveta,1.0
-44.0,-74.0,2022-07-01,Anchoveta,8.7
-44.0,-75.0,2021-11-01,Sardina Española,3.8
-44.0,-74.0,2021-10-01,Sardina Común,1.3
-44.0,-74.0,2024-02-01,Sardina Común,0.3
-44.0,-74.0,2021-12-01,Anchoveta,0.1
-44.0,-73.0,2021-09-01,Sardina Española,0.3
-44.0,-76.0,2023-03-01,Anchoveta,0.5
-44.0,-75.5,2020-11-01,Sardina Española,35.0
-44.0,-75.5,2021-12-01,Sardina Española,136.8
-44.0,-74.5,2019-12-01,Jurel,0.8
-44.0,-74.0,2024-03-01,Anchoveta,1.8
-44.0,-75.5,2019-12-01,Jurel,3.0
-44.0,-74.0,2019-05-01,Sardina Española,14.8
-44.0,-74.0,2022-05-01,Sardina Española,1.0
-44.0,-75.5,2021-01-01,Sardina Común,1.0
-44.0,-74.0,2023-07-01,Sardina Común,1.6
-44.0,-74.5,2020-03-01,Anchoveta,1.0
-44.0,-74.5,2023-01-01,Sardina Común,0.3
-44.0,-75.5,2022-09-01,Jurel,179.0
-44.0,-74.5,2022-09-01,Sardina Española,3.5
-44.0,-74.5,2019-02-01,Sardina Española,0.5
-44.0,-73.5,2024-03-01,Anchoveta,2.5
-44.0,-75.5,2022-10-01,Anchoveta,23.5
-44.0,-74.0,2022-09-01,Anchoveta,1.0
-44.0,-75.0,2019-10-01,Sardina Común,1.0
-44.0,-73.5,2023-03-01,Sardina Común,0.8
-44.0,-75.5,2020-03-01,Sardina Común,120.0
-44.0,-76.0,2024-10-01,Sardina Común,3.5
-44.0,-73.5,2020-02-01,Jurel,0.5
-44.0,-73.0,2021-09-01,Anchoveta,0.3
-44.0,-73.0,2021-10-01,Jurel,0.8
-44.0,-73.5,2020-05-01,Sardina Española,0.7
-44.0,-74.5,2022-12-01,Anchoveta,0.5
-44.0,-75.0,2019-11-01,Sardina Española,55.7
-44.0,-74.0,2022-09-01,Jurel,1.0
-44.0,-73.0,2021-10-01,Sardina Española,0.8
-44.0,-75.5,2021-10-01,Sardina Común,38.3
-44.0,-76.0,2022-09-01,Anchoveta,9.0
-44.0,-75.0,2019-11-01,Sardina Común,4.0
-44.0,-74.0,2020-11-01,Sardina Común,0.3
-44.0,-75.5,2022-10-01,Jurel,23.5
-44.0,-74.0,2020-07-01,Jurel,14.0
-44.0,-75.0,2024-11-01,Jurel,8.3
-44.0,-74.5,2019-05-01,Sardina Común,4.0
-44.0,-74.0,2022-03-01,Anchoveta,0.8
-44.0,-75.5,2022-08-01,Sardina Común,49.3
-44.0,-74.5,2019-11-01,Anchoveta,15.2
-44.0,-73.5,2019-09-01,Sardina Española,16.0
-44.0,-74.0,2019-11-01,Sardina Común,5.5
-44.0,-75.0,2023-01-01,Jurel,1.0
-44.0,-75.5,2024-09-01,Sardina Española,358.3
-44.0,-74.0,2020-05-01,Anchoveta,0.5
-44.0,-74.0,2023-03-01,Anchoveta,3.0
-44.0,-76.0,2022-10-01,Sardina Común,1.3
-44.0,-73.5,2020-05-01,Jurel,0.7
-44.0,-74.5,2023-01-01,Anchoveta,0.3
-44.0,-75.0,2019-06-01,Anchoveta,21.5
-44.0,-74.0,2020-01-01,Sardina Española,1.0
-44.0,-74.0,2024-01-01,Jurel,1.5
-44.0,-74.0,2023-04-01,Sardina Española,10.0
-44.0,-74.0,2022-01-01,Anchoveta,1.5
-44.0,-74.0,2023-03-01,Sardina Española,1.5
-44.0,-76.0,2019-05-01,Sardina Española,0.8
-44.0,-75.0,2020-11-01,Sardina Española,26.5
-44.0,-75.0,2022-09-01,Sardina Española,0.3
-44.0,-74.0,2023-11-01,Anchoveta,5.0
-44.0,-75.0,2023-08-01,Anchoveta,5.5
-44.0,-73.0,2021-05-01,Sardina Común,8.5
-44.0,-74.5,2019-12-01,Sardina Común,0.8
-44.0,-74.5,2022-06-01,Sardina Española,1.5
-44.0,-74.5,2021-11-01,Sardina Española,102.2
-44.0,-75.0,2019-09-01,Anchoveta,7.7
-44.0,-74.0,2019-09-01,Sardina Común,5.3
-44.0,-76.0,2024-09-01,Anchoveta,1.3
-44.0,-74.0,2023-06-01,Anchoveta,0.4
-44.0,-75.0,2020-05-01,Sardina Española,41.5
-44.0,-76.0,2022-10-01,Anchoveta,1.3
-44.0,-74.0,2023-09-01,Sardina Común,1.0
-44.0,-74.5,2022-11-01,Sardina Común,3.8
-44.0,-74.5,2022-06-01,Sardina Común,2.5
-44.0,-73.5,2024-07-01,Anchoveta,1.5
-44.0,-75.5,2022-04-01,Anchoveta,3.3
-44.0,-75.0,2021-02-01,Sardina Española,7.0
-44.0,-75.0,2019-12-01,Sardina Común,1.8
-44.0,-75.5,2022-09-01,Anchoveta,179.0
-44.0,-74.5,2020-02-01,Sardina Española,57.5
-44.0,-74.0,2023-06-01,Sardina Común,0.4
-44.0,-75.0,2022-08-01,Jurel,0.3
-44.0,-74.5,2022-09-01,Sardina Común,3.5
-44.0,-73.0,2021-09-01,Jurel,0.3
-44.0,-75.5,2024-01-01,Sardina Española,1.5
-44.0,-75.5,2020-12-01,Sardina Común,42.8
-44.0,-74.0,2022-03-01,Jurel,0.8
-44.0,-74.0,2021-04-01,Sardina Española,2.3
-44.0,-74.0,2022-01-01,Sardina Común,1.5
-44.0,-74.5,2019-06-01,Anchoveta,2.7
-44.0,-75.5,2021-11-01,Sardina Española,130.8
-44.0,-73.0,2024-03-01,Anchoveta,1.0
-44.0,-75.5,2021-10-01,Sardina Española,406.5
-44.0,-76.0,2022-03-01,Jurel,1.3
-44.0,-76.0,2022-02-01,Sardina Común,0.5
-44.0,-73.0,2024-03-01,Jurel,1.0
-44.0,-75.5,2022-04-01,Sardina Común,3.3
-44.0,-74.0,2019-11-01,Anchoveta,5.5
-44.0,-74.0,2020-10-01,Sardina Española,0.5
-44.0,-76.0,2024-10-01,Anchoveta,3.5
-44.0,-74.5,2023-10-01,Sardina Común,2.8
-44.0,-76.0,2022-08-01,Sardina Común,0.8
-44.0,-76.0,2021-11-01,Anchoveta,4.8
-44.0,-74.0,2019-10-01,Sardina Española,3.8
-44.0,-75.5,2021-12-01,Sardina Común,138.5
-44.0,-73.5,2019-08-01,Sardina Española,1.5
-44.0,-75.0,2019-11-01,Anchoveta,4.0
-44.0,-75.5,2022-03-01,Jurel,99.3
-44.0,-75.5,2019-04-01,Jurel,5.7
-44.0,-74.5,2022-12-01,Sardina Común,0.5
-44.0,-75.5,2022-02-01,Sardina Común,14.3
-44.0,-75.0,2021-12-01,Sardina Española,0.8
-44.0,-74.5,2020-03-01,Sardina Española,1.0
-44.0,-74.5,2020-06-01,Sardina Española,11.8
-44.0,-74.5,2019-05-01,Anchoveta,4.0
-44.0,-75.5,2019-11-01,Sardina Española,164.5
-44.0,-74.5,2020-05-01,Sardina Española,26.8
-44.0,-75.5,2024-02-01,Jurel,196.8
-44.0,-74.0,2019-12-01,Sardina Común,11.8
-44.0,-76.0,2023-08-01,Jurel,6.3
-44.0,-75.0,2024-02-01,Anchoveta,2.8
-44.0,-74.5,2022-09-01,Anchoveta,3.5
-44.0,-76.0,2024-09-01,Sardina Común,1.3
-44.0,-75.0,2019-11-01,Jurel,4.0
-44.0,-76.0,2024-10-01,Jurel,3.5
-44.0,-76.0,2024-02-01,Sardina Común,4.8
-44.0,-73.5,2020-02-01,Anchoveta,0.5
-44.0,-73.5,2021-11-01,Sardina Española,18.0
-44.0,-74.0,2023-06-01,Sardina Española,22.7
-44.0,-73.0,2021-10-01,Anchoveta,0.8
-44.0,-73.0,2021-04-01,Sardina Común,4.5
-44.0,-74.5,2023-02-01,Anchoveta,0.6
-44.0,-74.0,2024-01-01,Sardina Común,1.5
-44.0,-74.0,2023-05-01,Sardina Española,4.5
-44.0,-74.5,2024-01-01,Sardina Española,5.8
-44.0,-76.0,2020-02-01,Sardina Común,6.5
-44.0,-74.0,2022-09-01,Sardina Común,1.0
-44.0,-74.0,2020-06-01,Sardina Española,6.0
-44.0,-74.0,2019-12-01,Sardina Española,2.8
-44.0,-74.0,2020-01-01,Anchoveta,1.0
-44.0,-76.0,2023-02-01,Sardina Común,7.8
-44.0,-74.0,2019-08-01,Sardina Común,8.8
-44.0,-75.5,2023-02-01,Jurel,122.3
-44.0,-76.5,2023-12-01,Sardina Española,88.3
-44.0,-75.5,2021-10-01,Jurel,38.3
-44.0,-74.0,2023-03-01,Jurel,3.0
-44.0,-75.0,2019-10-01,Anchoveta,1.0
-44.0,-74.0,2024-11-01,Sardina Común,2.3
-44.0,-76.0,2023-02-01,Sardina Española,0.5
-44.0,-73.0,2023-03-01,Sardina Común,0.8
-44.0,-75.5,2022-04-01,Sardina Española,3.3
-44.0,-76.0,2023-09-01,Anchoveta,2.5
-44.0,-75.5,2022-02-01,Jurel,14.3
-44.0,-74.0,2022-11-01,Sardina Española,1.0
-44.0,-76.0,2020-04-01,Sardina Española,3.8
-44.0,-74.5,2022-06-01,Anchoveta,2.5
-44.0,-74.0,2024-03-01,Sardina Común,1.8
-44.0,-74.0,2022-07-01,Jurel,5.3
-44.0,-75.0,2023-08-01,Sardina Común,5.5
-44.0,-75.0,2019-04-01,Anchoveta,0.3
-44.0,-74.0,2023-09-01,Jurel,1.0
-44.0,-75.5,2019-02-01,Anchoveta,6.3
-44.0,-75.5,2024-10-01,Jurel,191.2
-44.0,-73.5,2020-05-01,Anchoveta,0.7
-44.0,-74.0,2022-06-01,Sardina Común,1.4
-44.0,-74.0,2019-08-01,Sardina Española,4.0
-44.0,-74.0,2023-05-01,Jurel,4.5
-44.0,-75.0,2019-05-01,Sardina Común,25.9
-43.5,-75.0,2022-06-01,Anchoveta,49.0
-43.5,-73.0,2021-02-01,Anchoveta,5.5
-43.5,-75.0,2024-12-01,Jurel,18.0
-43.5,-73.0,2020-11-01,Sardina Común,1.3
-43.5,-75.0,2022-02-01,Sardina Española,4.0
-43.5,-75.5,2020-03-01,Jurel,180.3
-43.5,-73.5,2021-12-01,Anchoveta,1.2
-43.5,-74.0,2020-10-01,Jurel,1.0
-43.5,-73.0,2020-08-01,Jurel,11.3
-43.5,-75.0,2020-11-01,Sardina Común,0.3
-43.5,-75.0,2022-05-01,Jurel,53.0
-43.5,-73.0,2022-11-01,Jurel,1.2
-43.5,-75.5,2024-10-01,Jurel,328.9
-43.5,-75.5,2022-09-01,Anchoveta,361.3
-43.5,-74.0,2020-01-01,Jurel,0.7
-43.5,-74.0,2020-10-01,Sardina Común,1.0
-43.5,-75.0,2019-03-01,Anchoveta,36.3
-43.5,-73.0,2020-07-01,Sardina Común,32.0
-43.5,-74.5,2019-10-01,Sardina Común,0.7
-43.5,-75.0,2023-02-01,Anchoveta,2.0
-43.5,-75.0,2019-06-01,Jurel,54.4
-43.5,-74.0,2023-05-01,Anchoveta,0.1
-43.5,-75.0,2021-09-01,Sardina Común,13.5
-43.5,-75.5,2021-11-01,Anchoveta,6.3
-43.5,-75.5,2019-04-01,Jurel,101.9
-43.5,-75.5,2020-03-01,Anchoveta,202.5
-43.5,-75.0,2024-02-01,Jurel,14.5
-43.5,-75.0,2022-07-01,Anchoveta,9.5
-43.5,-75.0,2024-08-01,Sardina Común,48.0
-43.5,-74.0,2022-03-01,Sardina Común,0.4
-43.5,-75.5,2019-12-01,Jurel,97.3
-43.5,-74.0,2020-04-01,Sardina Española,2.8
-43.5,-73.5,2023-02-01,Jurel,0.8
-43.5,-74.0,2023-03-01,Jurel,3.9
-43.5,-74.0,2022-09-01,Sardina Común,2.8
-43.5,-75.5,2024-09-01,Sardina Española,185.2
-43.5,-74.0,2021-12-01,Sardina Común,7.5
-43.5,-74.0,2021-12-01,Anchoveta,7.5
-43.5,-74.0,2020-05-01,Sardina Española,1.8
-43.5,-74.5,2020-01-01,Sardina Común,2.3
-43.5,-74.0,2021-04-01,Sardina Común,13.3
-43.5,-74.0,2021-03-01,Sardina Común,11.8
-43.5,-74.5,2019-07-01,Anchoveta,8.9
-43.5,-73.0,2019-11-01,Jurel,1.3
-43.5,-73.0,2022-11-01,Anchoveta,1.2
-43.5,-74.0,2019-12-01,Sardina Común,7.0
-43.5,-75.0,2024-08-01,Jurel,48.0
-43.5,-74.0,2019-03-01,Sardina Española,5.2
-43.5,-73.0,2019-10-01,Anchoveta,2.0
-43.5,-75.5,2023-03-01,Sardina Española,50.0
-43.5,-75.0,2020-04-01,Sardina Española,13.3
-43.5,-73.0,2021-05-01,Jurel,21.6
-43.5,-74.0,2019-08-01,Jurel,18.1
-43.5,-73.5,2021-10-01,Anchoveta,2.0
-43.5,-74.0,2020-12-01,Sardina Común,0.5
-43.5,-76.0,2020-11-01,Sardina Española,17.5
-43.5,-73.0,2022-04-01,Anchoveta,0.8
-43.5,-73.0,2023-03-01,Sardina Común,4.4
-43.5,-75.5,2020-04-01,Anchoveta,172.5
-43.5,-75.0,2022-04-01,Sardina Española,12.0
-43.5,-73.0,2019-05-01,Anchoveta,2.0
-43.5,-75.5,2019-11-01,Anchoveta,197.7
-43.5,-75.0,2022-10-01,Jurel,49.8
-43.5,-74.0,2020-06-01,Anchoveta,10.3
-43.5,-74.0,2019-04-01,Anchoveta,27.2
-43.5,-73.0,2024-03-01,Anchoveta,9.8
-43.5,-73.0,2021-10-01,Sardina Común,2.8
-43.5,-73.5,2019-05-01,Sardina Española,1.3
-43.5,-75.0,2022-10-01,Sardina Común,49.8
-43.5,-73.5,2020-07-01,Sardina Común,5.5
-43.5,-73.5,2023-03-01,Sardina Común,1.5
-43.5,-73.5,2020-11-01,Sardina Española,5.2
-43.5,-73.0,2021-05-01,Anchoveta,21.6
-43.5,-75.5,2024-02-01,Anchoveta,274.5
-43.5,-75.5,2021-09-01,Jurel,12.3
-43.5,-73.5,2022-11-01,Sardina Común,0.5
-43.5,-73.0,2024-10-01,Sardina Española,9.3
-43.5,-73.5,2021-11-01,Sardina Española,1.0
-43.5,-73.0,2020-12-01,Sardina Española,3.8
-43.5,-74.5,2019-10-01,Sardina Española,0.7
-43.5,-75.0,2022-11-01,Jurel,114.8
-43.5,-73.5,2019-08-01,Anchoveta,0.3
-43.5,-74.0,2021-12-01,Jurel,7.5
-43.5,-75.0,2019-11-01,Sardina Española,58.9
-43.5,-75.0,2024-02-01,Sardina Española,0.3
-43.5,-74.5,2020-02-01,Anchoveta,13.8
-43.5,-73.5,2024-12-01,Jurel,15.0
-43.5,-73.5,2021-12-01,Sardina Común,1.2
-43.5,-74.0,2022-02-01,Anchoveta,0.5
-43.5,-75.0,2020-04-01,Jurel,13.3
-43.5,-73.5,2022-01-01,Sardina Común,0.7
-43.5,-74.0,2021-09-01,Sardina Común,6.3
-43.5,-76.0,2020-03-01,Anchoveta,1.3
-43.5,-73.5,2022-09-01,Sardina Común,2.5
-43.5,-75.0,2019-02-01,Sardina Española,0.8
-43.5,-74.0,2020-12-01,Sardina Española,2.3
-43.5,-74.5,2020-11-01,Sardina Española,3.2
-43.5,-74.0,2021-09-01,Anchoveta,6.3
-43.5,-73.5,2020-11-01,Sardina Común,2.7
